Date,Category,Description,Amount,Type
2024-05-18,Education,Doctor visit,3059,Expense
2024-05-18,Rent,Bus fare,1562,Expense
2024-05-18,Miscellaneous,Insurance premium,1560,Expense
2024-05-18,Insurance,Maintenance,2604,Expense
2024-05-18,Miscellaneous,Bought items,4414,Expense
2024-05-18,Education,Monthly bill,371,Expense
2024-05-18,Education,Insurance premium,1088,Expense
2024-05-18,Utilities,Monthly bill,4585,Expense
2024-05-18,Insurance,Online course,1799,Income
2024-05-18,Rent,Snacks,619,Expense
2024-05-18,Groceries,Movie,3662,Income
2024-05-18,Education,Monthly bill,144,Expense
2024-05-18,Healthcare,Online course,659,Expense
2024-05-18,Groceries,Monthly bill,3045,Expense
2024-05-18,Transport,Online course,168,Expense
2024-05-18,Utilities,Snacks,3398,Expense
2024-05-18,Transport,Online course,1229,Expense
2024-05-18,Entertainment,Maintenance,1614,Expense
2024-05-18,Transport,Bus fare,4318,Expense
2024-05-18,Healthcare,New clothes,3507,Expense
2024-05-18,Miscellaneous,Monthly bill,2732,Expense
2024-05-18,Transport,Insurance premium,1725,Expense
2024-05-18,Transport,Maintenance,1344,Expense
2024-05-18,Transport,Online course,206,Expense
2024-05-18,Shopping,Monthly bill,1547,Expense
2024-05-18,Utilities,Doctor visit,4975,Expense
2024-05-19,Rent,Monthly bill,623,Expense
2024-05-19,Utilities,Movie,4540,Expense
2024-05-19,Rent,Online course,546,Expense
2024-05-19,Healthcare,Doctor visit,4093,Expense
2024-05-19,Healthcare,Bus fare,3785,Income
2024-05-19,Transport,New clothes,3049,Expense
2024-05-19,Utilities,Movie,4556,Expense
2024-05-19,Groceries,Snacks,1230,Income
2024-05-19,Transport,Bus fare,980,Income
2024-05-19,Groceries,Doctor visit,2808,Expense
2024-05-19,Education,Online course,2533,Expense
2024-05-19,Utilities,Movie,1808,Expense
2024-05-19,Shopping,Doctor visit,4887,Income
2024-05-19,Entertainment,Maintenance,4574,Expense
2024-05-19,Entertainment,Insurance premium,3026,Expense
2024-05-19,Transport,Snacks,3840,Expense
2024-05-19,Shopping,Bus fare,715,Expense
2024-05-19,Shopping,Maintenance,4057,Expense
2024-05-19,Education,Bus fare,504,Expense
2024-05-19,Rent,Doctor visit,1426,Expense
2024-05-19,Shopping,Insurance premium,4383,Expense
2024-05-19,Utilities,Online course,518,Expense
2024-05-19,Insurance,Movie,1291,Expense
2024-05-19,Education,Monthly bill,4570,Expense
2024-05-19,Insurance,Movie,1968,Expense
2024-05-19,Education,Maintenance,191,Expense
2024-05-19,Healthcare,Monthly bill,2661,Expense
2024-05-19,Shopping,New clothes,2161,Expense
2024-05-19,Education,Snacks,2644,Income
2024-05-19,Shopping,Doctor visit,2651,Expense
2024-05-19,Rent,Monthly bill,1044,Expense
2024-05-19,Education,Bus fare,344,Expense
2024-05-19,Miscellaneous,Movie,968,Expense
2024-05-19,Insurance,Doctor visit,2046,Expense
2024-05-19,Groceries,Doctor visit,646,Expense
2024-05-19,Groceries,Movie,3049,Expense
2024-05-19,Entertainment,Movie,1092,Expense
2024-05-19,Shopping,New clothes,1135,Expense
2024-05-19,Utilities,Bus fare,468,Income
2024-05-19,Shopping,Bought items,573,Income
2024-05-19,Insurance,Monthly bill,1624,Expense
2024-05-19,Entertainment,Snacks,1209,Expense
2024-05-19,Insurance,Bought items,1969,Income
2024-05-19,Insurance,Bus fare,3371,Expense
2024-05-19,Education,Insurance premium,4658,Expense
2024-05-19,Entertainment,Bus fare,4543,Expense
2024-05-19,Utilities,Movie,481,Expense
2024-05-19,Education,Snacks,2786,Income
2024-05-19,Shopping,Online course,3650,Income
2024-05-19,Transport,Maintenance,1144,Expense
2024-05-20,Groceries,Doctor visit,938,Expense
2024-05-20,Healthcare,Online course,1647,Expense
2024-05-20,Groceries,Online course,4607,Expense
2024-05-20,Utilities,New clothes,1803,Expense
2024-05-20,Transport,Monthly bill,1906,Income
2024-05-20,Insurance,Bought items,4481,Expense
2024-05-20,Insurance,Monthly bill,2030,Income
2024-05-20,Entertainment,Online course,3136,Expense
2024-05-20,Miscellaneous,Monthly bill,1121,Expense
2024-05-20,Groceries,Online course,4746,Expense
2024-05-20,Utilities,Snacks,1937,Expense
2024-05-20,Insurance,Monthly bill,4327,Expense
2024-05-20,Insurance,Bought items,1775,Expense
2024-05-20,Healthcare,Snacks,4427,Expense
2024-05-20,Insurance,Monthly bill,1202,Expense
2024-05-20,Education,Maintenance,2225,Expense
2024-05-20,Education,Bus fare,829,Expense
2024-05-20,Healthcare,Insurance premium,2494,Expense
2024-05-20,Insurance,Insurance premium,4726,Income
2024-05-20,Rent,Online course,3076,Expense
2024-05-20,Miscellaneous,Doctor visit,3169,Expense
2024-05-20,Rent,Insurance premium,1575,Expense
2024-05-20,Miscellaneous,Snacks,4960,Income
2024-05-20,Rent,Bought items,3889,Expense
2024-05-20,Healthcare,Online course,999,Expense
2024-05-20,Rent,Snacks,2028,Expense
2024-05-20,Healthcare,New clothes,187,Expense
2024-05-20,Insurance,Insurance premium,4483,Expense
2024-05-20,Transport,Movie,3427,Expense
2024-05-20,Insurance,Snacks,1348,Expense
2024-05-20,Rent,Monthly bill,2620,Expense
2024-05-20,Rent,Movie,3358,Expense
2024-05-20,Rent,Snacks,4577,Expense
2024-05-20,Entertainment,Doctor visit,4961,Expense
2024-05-20,Groceries,Insurance premium,3908,Expense
2024-05-20,Groceries,Snacks,2473,Expense
2024-05-20,Insurance,Insurance premium,1393,Expense
2024-05-20,Shopping,Insurance premium,3657,Expense
2024-05-20,Transport,Maintenance,1881,Expense
2024-05-20,Miscellaneous,Maintenance,129,Income
2024-05-20,Groceries,Monthly bill,1009,Expense
2024-05-20,Utilities,Doctor visit,789,Expense
2024-05-20,Healthcare,Online course,3682,Expense
2024-05-20,Shopping,Doctor visit,2328,Income
2024-05-20,Education,Bought items,2162,Expense
2024-05-20,Miscellaneous,Bus fare,3635,Expense
2024-05-20,Groceries,Maintenance,1306,Income
2024-05-21,Healthcare,Bus fare,815,Expense
2024-05-21,Miscellaneous,Monthly bill,851,Expense
2024-05-21,Utilities,Bought items,2855,Expense
2024-05-21,Groceries,Movie,4954,Income
2024-05-21,Education,New clothes,2446,Expense
2024-05-21,Utilities,Movie,1777,Expense
2024-05-21,Rent,New clothes,1594,Expense
2024-05-21,Insurance,Bus fare,1408,Expense
2024-05-21,Rent,Bus fare,469,Expense
2024-05-21,Entertainment,Snacks,3567,Expense
2024-05-21,Entertainment,Bought items,3238,Expense
2024-05-21,Transport,Bus fare,2128,Expense
2024-05-21,Miscellaneous,Bought items,2276,Income
2024-05-21,Utilities,Online course,1976,Expense
2024-05-21,Miscellaneous,Doctor visit,316,Expense
2024-05-21,Shopping,Movie,1175,Expense
2024-05-21,Transport,Bought items,4007,Expense
2024-05-21,Healthcare,Bus fare,3224,Expense
2024-05-21,Healthcare,Insurance premium,4792,Expense
2024-05-21,Groceries,Online course,4740,Expense
2024-05-21,Healthcare,Bought items,1022,Expense
2024-05-21,Shopping,New clothes,803,Expense
2024-05-21,Insurance,Bus fare,2770,Expense
2024-05-21,Healthcare,New clothes,3260,Expense
2024-05-21,Utilities,Snacks,4852,Income
2024-05-21,Transport,Insurance premium,4966,Expense
2024-05-21,Education,Bought items,330,Income
2024-05-21,Shopping,Doctor visit,3776,Income
2024-05-21,Shopping,Maintenance,949,Expense
2024-05-21,Transport,Insurance premium,772,Expense
2024-05-21,Groceries,Maintenance,3968,Expense
2024-05-21,Transport,Movie,1511,Expense
2024-05-21,Shopping,Snacks,2339,Expense
2024-05-21,Healthcare,Movie,252,Expense
2024-05-21,Insurance,New clothes,588,Expense
2024-05-21,Rent,Online course,2243,Expense
2024-05-21,Miscellaneous,Bought items,3633,Expense
2024-05-21,Healthcare,Online course,2651,Expense
2024-05-21,Transport,Monthly bill,1539,Expense
2024-05-21,Groceries,Movie,564,Expense
2024-05-21,Education,Monthly bill,1189,Expense
2024-05-21,Rent,Maintenance,692,Expense
2024-05-21,Miscellaneous,Movie,1621,Expense
2024-05-21,Rent,Online course,1475,Expense
2024-05-21,Rent,Maintenance,4705,Expense
2024-05-21,Rent,Bus fare,2873,Expense
2024-05-21,Utilities,Maintenance,4684,Expense
2024-05-21,Education,New clothes,4973,Income
2024-05-21,Healthcare,Bought items,1237,Expense
2024-05-21,Entertainment,Insurance premium,4591,Expense
2024-05-21,Shopping,Doctor visit,170,Expense
2024-05-21,Rent,Bought items,1909,Expense
2024-05-21,Groceries,Online course,988,Expense
2024-05-21,Miscellaneous,Maintenance,893,Expense
2024-05-21,Insurance,Monthly bill,4458,Expense
2024-05-21,Entertainment,New clothes,1845,Expense
2024-05-22,Transport,Movie,2511,Expense
2024-05-22,Utilities,Insurance premium,1455,Expense
2024-05-22,Rent,Monthly bill,140,Expense
2024-05-22,Education,Insurance premium,2932,Income
2024-05-22,Insurance,Maintenance,2637,Expense
2024-05-22,Utilities,Insurance premium,4610,Expense
2024-05-22,Shopping,Monthly bill,152,Expense
2024-05-22,Shopping,Doctor visit,2363,Expense
2024-05-22,Education,New clothes,1890,Expense
2024-05-22,Insurance,Bus fare,3350,Expense
2024-05-22,Groceries,Movie,1985,Expense
2024-05-22,Entertainment,Bought items,3682,Expense
2024-05-22,Education,New clothes,1181,Expense
2024-05-22,Shopping,Insurance premium,4834,Expense
2024-05-22,Rent,Bus fare,387,Expense
2024-05-22,Insurance,Maintenance,1827,Expense
2024-05-22,Shopping,Snacks,4323,Expense
2024-05-22,Insurance,Insurance premium,2906,Expense
2024-05-22,Entertainment,Monthly bill,4999,Income
2024-05-22,Insurance,Insurance premium,4757,Expense
2024-05-22,Healthcare,Maintenance,2965,Expense
2024-05-22,Rent,Monthly bill,1182,Income
2024-05-22,Entertainment,Bought items,2203,Expense
2024-05-22,Utilities,New clothes,4554,Expense
2024-05-22,Transport,New clothes,772,Expense
2024-05-22,Education,Insurance premium,1189,Expense
2024-05-22,Utilities,Bus fare,246,Expense
2024-05-22,Education,Bought items,1815,Expense
2024-05-22,Groceries,Online course,3409,Expense
2024-05-22,Shopping,New clothes,4884,Expense
2024-05-22,Utilities,Movie,769,Expense
2024-05-22,Healthcare,Insurance premium,3553,Expense
2024-05-22,Groceries,Bus fare,1046,Income
2024-05-22,Healthcare,Snacks,2522,Expense
2024-05-22,Healthcare,Monthly bill,1824,Expense
2024-05-22,Transport,Online course,274,Expense
2024-05-22,Utilities,Snacks,1072,Expense
2024-05-22,Education,Monthly bill,3312,Expense
2024-05-22,Transport,Doctor visit,4120,Expense
2024-05-22,Groceries,Bought items,4462,Expense
2024-05-22,Shopping,Maintenance,2929,Expense
2024-05-22,Miscellaneous,Online course,4823,Expense
2024-05-22,Entertainment,Bus fare,1713,Expense
2024-05-22,Shopping,Bus fare,641,Expense
2024-05-22,Shopping,Monthly bill,3571,Expense
2024-05-22,Healthcare,New clothes,153,Expense
2024-05-22,Miscellaneous,Snacks,707,Expense
2024-05-23,Utilities,Bus fare,3149,Expense
2024-05-23,Miscellaneous,New clothes,4069,Expense
2024-05-23,Groceries,Doctor visit,761,Expense
2024-05-23,Shopping,New clothes,2593,Expense
2024-05-23,Rent,Snacks,4701,Income
2024-05-23,Miscellaneous,Movie,1886,Expense
2024-05-23,Groceries,Maintenance,1945,Income
2024-05-23,Healthcare,Online course,2394,Expense
2024-05-23,Rent,Doctor visit,1564,Expense
2024-05-23,Education,Snacks,3033,Expense
2024-05-23,Shopping,Online course,322,Income
2024-05-23,Transport,Bought items,2141,Expense
2024-05-23,Transport,Maintenance,3061,Expense
2024-05-23,Rent,Doctor visit,2351,Income
2024-05-23,Miscellaneous,Bus fare,1961,Expense
2024-05-23,Groceries,Movie,3867,Expense
2024-05-23,Insurance,Bus fare,1448,Expense
2024-05-23,Shopping,Snacks,3425,Expense
2024-05-23,Shopping,Online course,2703,Expense
2024-05-23,Insurance,Monthly bill,4822,Expense
2024-05-23,Entertainment,Bought items,1173,Expense
2024-05-23,Groceries,Bought items,4489,Expense
2024-05-23,Transport,Snacks,3402,Expense
2024-05-23,Groceries,Bought items,904,Expense
2024-05-23,Groceries,Monthly bill,410,Expense
2024-05-23,Miscellaneous,Online course,695,Expense
2024-05-23,Groceries,Snacks,2827,Expense
2024-05-23,Rent,Monthly bill,1482,Expense
2024-05-23,Education,Doctor visit,3841,Income
2024-05-23,Healthcare,Online course,3745,Expense
2024-05-23,Entertainment,Insurance premium,1279,Expense
2024-05-23,Utilities,Bus fare,3824,Expense
2024-05-23,Healthcare,Maintenance,819,Expense
2024-05-23,Transport,Snacks,1436,Expense
2024-05-23,Healthcare,Bus fare,4876,Expense
2024-05-23,Education,Bought items,1910,Expense
2024-05-23,Healthcare,Monthly bill,4715,Expense
2024-05-23,Healthcare,Maintenance,4068,Expense
2024-05-23,Utilities,Movie,2484,Expense
2024-05-23,Miscellaneous,Monthly bill,195,Expense
2024-05-23,Entertainment,New clothes,2012,Expense
2024-05-23,Shopping,Snacks,4460,Expense
2024-05-23,Utilities,Insurance premium,3663,Expense
2024-05-23,Miscellaneous,Monthly bill,3402,Expense
2024-05-23,Shopping,New clothes,1342,Expense
2024-05-23,Insurance,Insurance premium,4065,Expense
2024-05-23,Insurance,New clothes,2993,Expense
2024-05-23,Transport,Bought items,4875,Expense
2024-05-23,Miscellaneous,Bought items,1818,Expense
2024-05-23,Transport,Bought items,2407,Expense
2024-05-23,Insurance,Doctor visit,1336,Expense
2024-05-23,Rent,Bought items,4717,Expense
2024-05-23,Rent,Bus fare,4063,Expense
2024-05-23,Entertainment,Bus fare,4835,Income
2024-05-23,Healthcare,Monthly bill,4416,Income
2024-05-23,Utilities,Maintenance,2981,Expense
2024-05-23,Miscellaneous,Online course,3788,Expense
2024-05-23,Utilities,Maintenance,2394,Expense
2024-05-23,Rent,Insurance premium,4299,Expense
2024-05-23,Healthcare,Online course,3219,Expense
2024-05-23,Healthcare,Monthly bill,2623,Expense
2024-05-24,Miscellaneous,Doctor visit,2912,Expense
2024-05-24,Utilities,Bus fare,2276,Expense
2024-05-24,Miscellaneous,Snacks,3945,Expense
2024-05-24,Rent,Doctor visit,3151,Expense
2024-05-24,Healthcare,Doctor visit,4612,Income
2024-05-24,Insurance,Bus fare,1603,Expense
2024-05-24,Entertainment,New clothes,3347,Expense
2024-05-24,Insurance,New clothes,1355,Expense
2024-05-24,Entertainment,Insurance premium,3978,Expense
2024-05-24,Transport,Monthly bill,1677,Expense
2024-05-24,Healthcare,Monthly bill,1229,Income
2024-05-24,Miscellaneous,Doctor visit,3834,Expense
2024-05-24,Utilities,Bought items,338,Expense
2024-05-24,Miscellaneous,Bus fare,2996,Expense
2024-05-24,Transport,Doctor visit,3257,Expense
2024-05-24,Groceries,Monthly bill,3347,Expense
2024-05-24,Healthcare,Online course,3141,Income
2024-05-24,Insurance,Doctor visit,1685,Expense
2024-05-24,Rent,New clothes,2196,Expense
2024-05-24,Insurance,Insurance premium,2551,Expense
2024-05-24,Utilities,Snacks,1777,Expense
2024-05-24,Miscellaneous,New clothes,350,Expense
2024-05-24,Rent,Snacks,1239,Expense
2024-05-24,Healthcare,Online course,365,Expense
2024-05-24,Healthcare,Doctor visit,846,Expense
2024-05-24,Rent,Snacks,3451,Expense
2024-05-24,Education,Maintenance,2857,Expense
2024-05-24,Rent,Snacks,1511,Expense
2024-05-24,Transport,Movie,3384,Expense
2024-05-24,Miscellaneous,Movie,4255,Income
2024-05-24,Utilities,Online course,3334,Income
2024-05-24,Utilities,Insurance premium,3722,Expense
2024-05-24,Healthcare,Insurance premium,4876,Expense
2024-05-24,Education,Monthly bill,1622,Income
2024-05-24,Healthcare,Bus fare,739,Income
2024-05-24,Education,Doctor visit,4962,Expense
2024-05-24,Groceries,Insurance premium,2317,Expense
2024-05-24,Insurance,Online course,601,Expense
2024-05-24,Groceries,Bus fare,2173,Income
2024-05-24,Rent,Movie,2269,Expense
2024-05-24,Entertainment,Monthly bill,674,Expense
2024-05-24,Entertainment,Snacks,3888,Expense
2024-05-24,Transport,Doctor visit,4449,Expense
2024-05-24,Entertainment,Maintenance,465,Expense
2024-05-24,Utilities,Monthly bill,3389,Income
2024-05-24,Education,Doctor visit,4561,Expense
2024-05-25,Transport,Bus fare,3024,Expense
2024-05-25,Insurance,Doctor visit,4030,Expense
2024-05-25,Groceries,Movie,4455,Expense
2024-05-25,Shopping,Online course,2223,Expense
2024-05-25,Education,Snacks,1739,Expense
2024-05-25,Miscellaneous,Monthly bill,3131,Income
2024-05-25,Education,Bought items,4601,Expense
2024-05-25,Healthcare,Maintenance,767,Income
2024-05-25,Transport,Bought items,4644,Income
2024-05-25,Entertainment,Doctor visit,3861,Expense
2024-05-25,Groceries,Monthly bill,4871,Expense
2024-05-25,Utilities,Snacks,3932,Expense
2024-05-25,Groceries,Doctor visit,1781,Expense
2024-05-25,Groceries,Monthly bill,1751,Expense
2024-05-25,Shopping,Insurance premium,3429,Expense
2024-05-25,Utilities,Movie,495,Expense
2024-05-25,Healthcare,Online course,1722,Expense
2024-05-25,Education,Bought items,3309,Expense
2024-05-25,Groceries,New clothes,592,Expense
2024-05-25,Rent,Snacks,4213,Expense
2024-05-25,Utilities,Snacks,2687,Expense
2024-05-25,Entertainment,Movie,712,Expense
2024-05-25,Entertainment,Maintenance,4484,Income
2024-05-25,Rent,New clothes,2713,Expense
2024-05-25,Entertainment,Insurance premium,1758,Expense
2024-05-25,Education,Insurance premium,4939,Income
2024-05-25,Insurance,Online course,1284,Expense
2024-05-25,Entertainment,Insurance premium,3914,Expense
2024-05-25,Miscellaneous,Maintenance,898,Expense
2024-05-25,Education,Online course,4328,Expense
2024-05-25,Groceries,Snacks,4939,Expense
2024-05-25,Entertainment,New clothes,4320,Expense
2024-05-25,Groceries,Movie,1778,Expense
2024-05-25,Entertainment,New clothes,1451,Expense
2024-05-25,Rent,Insurance premium,419,Expense
2024-05-25,Miscellaneous,Bought items,3957,Income
2024-05-25,Transport,Doctor visit,1280,Expense
2024-05-25,Transport,New clothes,3255,Expense
2024-05-25,Miscellaneous,Snacks,1531,Expense
2024-05-25,Utilities,Monthly bill,1362,Expense
2024-05-26,Transport,Monthly bill,1572,Expense
2024-05-26,Groceries,Doctor visit,3655,Expense
2024-05-26,Transport,Movie,3575,Income
2024-05-26,Utilities,Movie,2821,Expense
2024-05-26,Education,Insurance premium,1850,Expense
2024-05-26,Transport,Maintenance,2164,Income
2024-05-26,Transport,Snacks,3509,Income
2024-05-26,Transport,Bought items,4064,Expense
2024-05-26,Transport,Online course,3746,Expense
2024-05-26,Rent,Snacks,1146,Expense
2024-05-26,Miscellaneous,Bought items,4697,Expense
2024-05-26,Transport,Snacks,1053,Income
2024-05-26,Miscellaneous,Bought items,2007,Income
2024-05-26,Miscellaneous,Maintenance,4049,Expense
2024-05-26,Healthcare,Insurance premium,971,Expense
2024-05-26,Shopping,Monthly bill,1227,Expense
2024-05-26,Transport,Maintenance,2938,Expense
2024-05-26,Shopping,Insurance premium,804,Expense
2024-05-26,Entertainment,Snacks,4386,Expense
2024-05-26,Insurance,Online course,608,Expense
2024-05-26,Shopping,Doctor visit,1176,Expense
2024-05-26,Utilities,Maintenance,2792,Expense
2024-05-26,Education,Bought items,3892,Expense
2024-05-26,Entertainment,Doctor visit,132,Expense
2024-05-26,Education,Maintenance,2787,Expense
2024-05-26,Insurance,Snacks,596,Expense
2024-05-26,Groceries,Maintenance,1474,Expense
2024-05-26,Utilities,Bought items,2671,Expense
2024-05-26,Healthcare,Insurance premium,3064,Expense
2024-05-26,Healthcare,Bought items,2597,Income
2024-05-26,Miscellaneous,New clothes,1873,Income
2024-05-26,Education,Insurance premium,3635,Expense
2024-05-26,Entertainment,Bus fare,3474,Expense
2024-05-26,Shopping,Doctor visit,3907,Expense
2024-05-26,Transport,Doctor visit,225,Expense
2024-05-26,Healthcare,Bought items,4102,Income
2024-05-26,Entertainment,Monthly bill,3811,Income
2024-05-26,Entertainment,Maintenance,1524,Expense
2024-05-26,Rent,New clothes,3656,Expense
2024-05-26,Insurance,Doctor visit,3095,Expense
2024-05-26,Shopping,Insurance premium,248,Expense
2024-05-27,Rent,Insurance premium,3490,Income
